id,ddG_mCSM,url
318,-0.018,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502559.07
319,-0.149,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502568.08
320,-1.069,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502579.19
321,-1.466,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502588.26
322,-1.807,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502598.25
323,-2.875,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502608.71
324,-0.23,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502617.93
325,-1.494,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502627.25
326,-1.287,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502636.91
327,-1.03,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502647.34
328,-1.301,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502657.0
329,-0.51,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502666.18
330,-0.988,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502675.72
331,-0.65,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502684.89
332,-0.228,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502694.22
333,-0.027,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502702.85
334,0.025,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502711.61
335,-1.226,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502723.2
336,-2.547,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502732.19
337,-0.798,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502741.15
338,-0.841,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502749.95
339,0.456,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502760.61
340,0.267,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502769.8
341,-1.264,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502779.46
342,1.076,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502789.05
343,0.291,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502798.23
344,-1.536,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502807.27
345,-0.611,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502816.8
346,-0.115,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502825.49
347,-1.106,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502834.8
348,-1.166,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502845.22
349,-0.222,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502853.97
350,-0.273,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502862.86
351,-2.64,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502871.81
352,-0.824,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502881.57
353,-1.662,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502890.41
354,-0.531,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502899.56
355,0.131,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502908.58
356,-0.643,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502917.65
357,-0.822,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502927.16
358,0.499,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502935.56
359,0.169,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502945.71
360,-0.391,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502957.76
361,0.223,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502966.55
362,-2.05,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502975.44
363,-0.209,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502986.22
364,0.158,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626502997.2
365,-0.16,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503006.12
366,-0.056,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503015.64
367,-0.102,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503024.51
368,0.106,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503033.19
369,0.737,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503043.64
370,-1.683,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503054.11
371,-1.067,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503062.84
372,-0.885,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503072.12
373,-3.618,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503082.33
374,-1.097,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503093.57
375,0.167,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503102.14
376,-0.646,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503112.09
377,-0.305,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503120.82
378,-0.033,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503130.23
379,-0.02,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503139.9
380,-0.252,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503149.36
381,-0.224,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503157.67
382,-0.586,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503166.92
383,-0.723,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503176.65
384,-0.774,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503185.36
385,0.927,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503196.0
386,0.557,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503204.77
387,-0.538,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503214.24
388,-0.353,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503223.79
389,-0.222,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503233.69
390,-0.785,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503242.49
391,-1.398,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503252.35
392,-0.789,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503261.43
393,-2.276,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503271.22
394,-1.453,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503280.94
395,-0.946,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503289.71
396,-0.33,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503302.18
397,-1.081,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503311.58
398,-1.781,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503320.96
399,0.594,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503332.78
400,-1.357,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503341.83
401,1.076,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503351.32
402,-0.375,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503360.79
403,0.249,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503369.9
404,0.133,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503378.52
405,0.149,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503387.49
406,-0.856,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503397.51
407,0.385,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503405.9
408,-0.826,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503416.72
409,0.879,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503427.88
410,-0.408,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503437.27
411,-1.142,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503446.85
412,-0.521,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503458.78
413,-0.642,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503467.3
414,-0.455,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503476.69
415,-1.162,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503485.36
416,-0.376,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503496.98
417,-0.511,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503505.21
418,-1.202,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503514.03
419,-1.114,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503524.33
420,-0.026,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503533.74
421,-0.649,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503542.42
422,-0.766,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503551.47
423,0.95,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503561.08
424,-0.687,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503569.49
425,-0.53,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503578.61
426,-0.86,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503587.96
427,-0.548,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503597.36
428,-0.633,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503606.3
429,-0.057,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503615.27
430,0.069,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503624.46
431,-0.214,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503633.5
432,-0.322,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503645.65
433,0.665,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503653.99
434,-0.192,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503663.18
435,-1.369,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503672.4
436,-1.418,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503681.76
437,-0.132,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503694.12
438,-0.363,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503702.32
439,-0.578,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503711.25
440,-0.264,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503721.89
441,-0.301,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503731.18
442,0.048,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503741.1
443,0.596,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503750.34
444,-2.643,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503759.68
445,0.574,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503768.54
446,-0.626,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503777.36
447,-1.362,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503789.15
448,-0.402,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503798.52
449,0.492,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503807.11
450,0.014,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503815.99
451,0.104,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503827.28
452,-0.741,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503836.64
453,0.254,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503845.69
454,-0.766,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503854.72
455,-0.4,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503864.61
456,-0.983,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503876.27
457,-1.093,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503888.2
458,-0.251,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503898.26
459,-0.425,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503907.38
460,-1.074,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503918.07
461,-2.102,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503927.19
462,0.375,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503936.28
463,-0.052,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503945.28
464,-0.22,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503954.69
465,0.439,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503963.46
466,0.337,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503972.94
467,-1.793,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503984.36
468,-0.663,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626503993.43
469,0.012,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504002.39
471,-0.023,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504014.36
472,-0.27,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504027.36
473,-2.536,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504037.92
474,-0.404,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504047.19
475,-0.169,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504057.65
476,-0.756,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504068.38
477,0.137,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504084.19
478,0.042,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504095.98
479,-0.892,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504113.39
480,0.06,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504127.87
481,0.128,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504149.28
482,-1.159,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504169.84
483,-0.322,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504180.62
484,-1.431,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504201.71
485,-0.706,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504212.9
486,-0.048,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504221.93
487,-0.598,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504231.9
488,-0.016,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504241.98
489,-0.521,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504252.08
490,-0.192,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504260.87
491,-0.906,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504270.71
492,-1.121,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504280.89
493,-0.591,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504291.13
494,0.007,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504304.51
495,-0.523,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504317.85
496,-0.915,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504327.15
497,-1.073,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504342.11
498,0.498,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504351.0
499,-0.39,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504361.22
500,-1.56,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504371.38
501,-0.71,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504383.0
502,-0.453,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504393.12
503,-0.219,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504402.86
504,0.2,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504417.34
505,-0.126,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504425.95
506,-1.498,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504438.53
507,0.08,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504448.22
508,-0.369,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504461.85
509,-0.693,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504471.02
510,-0.973,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504480.65
511,-0.194,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504490.03
512,-2.89,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504500.42
513,-0.607,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504509.9
514,1.043,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504519.7
515,-2.216,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504530.84
516,-0.269,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504540.42
517,-0.079,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504550.07
518,-0.71,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504559.7
519,0.299,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504569.33
520,-0.735,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504582.75
521,0.917,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504591.74
522,-0.147,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504601.93
523,-0.96,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504612.92
524,-0.415,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504623.12
525,-0.697,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504634.62
526,-1.14,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504644.0
527,0.577,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504654.11
528,0.318,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504663.83
529,0.485,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504672.54
530,-0.037,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504682.16
531,-0.331,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504692.36
532,-0.741,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504703.44
533,-0.522,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504718.25
534,-0.3,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504731.18
535,-0.446,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504740.58
536,-0.56,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504751.31
537,-0.832,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504763.72
538,-0.925,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504773.54
539,-1.093,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504783.15
540,-0.334,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504792.89
541,-1.038,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504807.46
542,-0.743,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504818.26
543,0.302,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504835.57
544,-0.118,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504844.85
545,-1.037,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504856.28
546,-0.046,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504868.06
547,-0.058,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504877.81
548,-0.01,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504888.0
549,-0.101,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504897.0
550,-0.608,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504906.23
551,-1.764,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504916.88
552,0.503,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504926.08
553,-1.59,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504934.99
554,-0.134,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504944.04
555,-2.851,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504954.28
556,0.533,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504964.72
557,0.334,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504974.93
558,-2.205,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504985.63
559,-0.698,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626504996.59
560,-1.893,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505022.48
561,-0.711,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505042.96
562,-0.36,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505063.02
563,-0.611,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505116.86
564,-0.531,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505151.37
565,-1.85,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505162.88
566,-3.165,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505173.73
567,-0.745,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505183.21
568,-2.055,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505193.87
569,-0.481,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505204.55
570,0.274,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505214.65
571,0.27,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505224.06
572,-0.114,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505234.06
573,0.197,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505244.32
574,-3.229,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505254.17
575,-0.391,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505263.31
576,0.108,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505275.63
577,0.36,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505285.08
578,0.399,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505296.28
579,-0.929,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505309.47
580,0.024,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505320.21
581,-1.305,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505330.46
582,-0.535,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505343.2
583,-1.185,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505351.32
584,-1.089,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505362.5
585,-0.111,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505371.44
586,-2.183,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505383.19
587,-1.554,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505393.05
588,-0.18,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505406.42
589,-0.225,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505417.58
590,-0.538,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505427.2
591,-0.326,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505438.43
592,-0.27,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505448.9
593,0.793,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505458.36
594,-0.928,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505474.51
595,0.106,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505484.81
596,0.347,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505494.2
597,-0.72,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505503.04
598,-2.08,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505514.69
599,0.175,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505524.0
600,-0.134,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505533.2
601,-0.928,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505544.36
602,0.223,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505553.53
603,-0.516,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505562.61
604,-1.49,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505571.56
605,-0.891,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505581.75
606,-0.656,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505592.61
607,-0.352,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505604.75
608,-1.517,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505614.44
609,-0.059,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505623.23
610,-0.183,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505632.93
611,-1.001,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505641.66
612,-0.692,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505650.42
613,0.535,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505660.44
614,0.391,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505669.21
615,-2.067,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505681.47
616,-0.77,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505694.77
617,0.491,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505703.81
618,-0.193,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505713.14
619,0.294,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505725.81
620,-0.474,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505734.83
621,-0.156,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505743.55
622,-2.081,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505752.45
623,-1.105,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505762.62
624,0.074,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505772.26
625,0.424,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505781.44
626,-0.441,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505791.65
627,-0.588,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505800.39
628,-0.344,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505811.63
629,-0.683,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505821.46
630,-0.615,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505831.09
631,-0.192,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505840.17
632,-1.41,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505852.72
633,-0.794,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505865.41
634,0.248,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505874.1
635,-0.226,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505884.55
636,-0.87,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505894.81
637,-0.706,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505904.99
