id,ddG_MAESTRO,ddG_confidence
225R_222F,-0.24025,0.87622
77R_70F,-0.16453,0.81349
27R_29F,1.22233,0.92214
163R_165F,1.2406,0.91621
263R_261F,0.59333,0.91151
283R_284F,-0.1158,0.85368
300R_305F,0.18486,0.88216
300R_301F,0.12861,0.87996
176R_178F,0.27519,0.93044
196R_198F,0.27749,0.90409
204R_199F,0.1183,0.91632
180R_178F,-0.03116,0.88699
201R_199F,0.15862,0.91956
179R_177F,-0.01458,0.89482
200R_205F,0.20211,0.8925
217R_220F,0.30578,0.89604
222R_224F,-0.23555,0.87577
223R_221F,0.34331,0.87228
225R_221F,-0.1961,0.87432
295R_299F,0.26241,0.90458
241R_244F,0.44854,0.87116
177R_176F,-0.16226,0.89673
205R_204F,-0.04769,0.8932
224R_223F,-0.28687,0.88634
261R_266F,-0.4548,0.92464
265R_259F,-0.46429,0.77083
175R_177F,0.06085,0.88572
192R_191F,0.45306,0.85477
203R_205F,0.33674,0.86307
218R_224F,0.16024,0.87735
259R_254F,0.44196,0.92951
174R_179F,-0.00493,0.8832
202R_200F,0.00234,0.91003
227R_222F,-0.23421,0.87318
175R_172F,0.24353,0.91017
203R_197F,0.34867,0.87656
218R_219F,0.64995,0.85604
278R_279F,0.46033,0.85687
71R_74F,0.45807,0.87407
118R_120F,1.04963,0.91367
150R_151F,0.58103,0.95501
259R_256F,-0.21767,0.93601
36R_35F,-0.34891,0.81629
73R_76F,0.28131,0.896
257R_259F,0.17432,0.91749
76R_70F,-0.00833,0.88259
180R_176F,0.20501,0.86473
201R_204F,0.33375,0.85263
225R_223F,-0.18805,0.86408
179R_180F,-0.13901,0.88998
200R_201F,0.02566,0.91013
38R_37F,0.84118,0.90539
222R_225F,-0.02856,0.90319
237R_235F,0.51506,0.91511
74R_78F,0.83748,0.87958
70R_78F,0.7407,0.87767
258R_263F,0.68184,0.88938
72R_73F,-0.03466,0.88877
179R_173F,0.06496,0.88292
200R_206F,0.53535,0.86254
283R_282F,0.06808,0.87746
303R_296F,0.13124,0.92726
261R_254F,0.0909,0.91442
92R_88F,1.56154,0.86609
164R_161F,0.28595,0.94621
93R_90F,0.70358,0.89177
175R_173F,0.08513,0.88673
166R_170F,-0.49989,0.94213
203R_206F,0.35333,0.87019
255R_257F,-0.32292,0.93607
258R_260F,1.17456,0.86886
278R_282F,0.20387,0.89912
77R_76F,-0.02748,0.82558
221R_225F,0.0478,0.89757
177R_175F,-0.13033,0.90664
118R_117F,3.09027,0.84924
205R_203F,-0.02884,0.90156
174R_176F,0.09957,0.88627
202R_204F,0.33156,0.85917
224R_218F,-0.18507,0.89095
227R_223F,-0.21438,0.87592
293R_303F,0.38216,0.86263
71R_75F,-0.01836,0.87104
3R_4F,2.27799,0.79869
1R_4F,1.95338,0.80523
120R_118F,1.0065,0.8421
151R_150F,0.7459,0.89154
178R_180F,0.05148,0.87872
4R_3F,0.82532,0.82612
199R_201F,0.09557,0.91368
76R_79F,0.22549,0.89704
180R_174F,-0.0133,0.8851
201R_202F,0.19319,0.91642
78R_79F,0.07286,0.87975
225R_227F,-0.23896,0.87709
261R_256F,-0.64971,0.90643
179R_172F,0.11403,0.88938
200R_197F,0.41337,0.85622
222R_219F,0.13069,0.91326
283R_279F,0.33551,0.90883
260R_256F,-0.82394,0.90939
266R_257F,0.6368,0.78985
255R_256F,-0.7941,0.86646
264R_257F,1.50102,0.90355
72R_77F,0.03338,0.88969
78R_70F,-0.16923,0.88093
170R_168F,-0.23044,0.92672
88R_90F,1.27775,0.88647
305R_303F,0.29189,0.86105
284R_283F,0.25806,0.90741
261R_264F,-0.39374,0.92283
75R_72F,-0.04919,0.88062
79R_72F,-0.03161,0.87528
80R_72F,-0.00261,0.86783
266R_259F,0.28618,0.7592
264R_259F,0.98749,0.93912
309R_308F,0.77299,0.87335
72R_75F,-0.12347,0.86484
178R_177F,0.12161,0.88953
199R_205F,0.38954,0.88774
221R_224F,-0.20228,0.87841
176R_177F,0.06682,0.89877
204R_205F,0.30055,0.89815
223R_224F,-0.00643,0.88808
88R_92F,0.64966,0.9054
161R_164F,1.57785,0.89157
294R_299F,0.20827,0.8917
117R_121F,-0.83914,0.9625
2R_4F,2.17865,0.80407
133R_134F,0.83094,0.80192
143R_144F,1.02283,0.88442
172R_175F,0.25001,0.90867
197R_203F,0.56131,0.85503
219R_218F,0.03431,0.90957
178R_172F,0.3387,0.86693
54R_53F,1.79498,0.87527
199R_197F,0.36273,0.87268
168R_166F,3.49672,0.84814
221R_219F,0.14654,0.92013
279R_278F,0.22998,0.89972
281R_279F,0.49791,0.86185
189R_190F,0.04064,0.91034
318R_320F,0.85875,0.86451
254R_260F,2.20412,0.83083
260R_261F,0.45182,0.94688
72R_74F,0.26775,0.9052
168R_169F,1.30432,0.87384
73R_74F,0.48368,0.86988
75R_80F,0.04936,0.91553
59R_60F,0.20841,0.95466
29R_28F,2.5249,0.83917
33R_32F,3.52077,0.7682
47R_46F,0.88835,0.92671
79R_80F,0.06215,0.88201
75R_71F,-0.10044,0.88895
93R_92F,0.31095,0.87694
165R_164F,2.27857,0.87862
60R_58F,1.1098,0.91404
79R_71F,-0.1455,0.87069
176R_180F,0.13286,0.9144
80R_71F,-0.14296,0.87235
204R_201F,0.05816,0.91345
223R_225F,0.33947,0.87989
257R_266F,-0.09657,0.90177
77R_78F,0.94177,0.84838
263R_255F,0.8267,0.90234
262R_265F,-0.05986,0.91304
178R_173F,0.29916,0.86405
199R_206F,0.37706,0.87034
256R_265F,0.76092,0.92829
176R_173F,0.19248,0.88575
204R_206F,0.36211,0.86762
281R_282F,0.08442,0.88135
180R_173F,0.12064,0.89789
201R_206F,0.64332,0.86572
26R_27F,0.72219,0.93758
162R_163F,0.48339,0.92007
255R_259F,-0.54082,0.91886
296R_300F,0.06872,0.87938
173R_171F,0.45827,0.87262
169R_166F,2.31965,0.88031
206R_196F,0.22383,0.92554
313R_312F,1.02375,0.87277
121R_117F,2.6706,0.8823
92R_90F,1.51091,0.86991
304R_298F,0.57404,0.85119
279R_284F,0.0102,0.89765
21R_22F,0.83151,0.91144
26R_29F,0.8971,0.92928
45R_47F,0.53688,0.90317
162R_165F,0.78641,0.92681
280R_284F,-0.3622,0.81073
296R_305F,0.10739,0.88288
301R_302F,0.38567,0.89263
243R_241F,0.95844,0.89977
175R_171F,0.30675,0.8684
203R_196F,0.44521,0.87765
218R_217F,0.61119,0.88456
198R_203F,0.38895,0.86686
220R_218F,-0.65243,0.74648
260R_264F,-0.58553,0.92109
280R_278F,-0.18054,0.80095
265R_266F,-0.93751,0.78581
264R_258F,2.2137,0.83378
265R_256F,-0.7708,0.77346
175R_176F,0.09853,0.87713
203R_204F,0.28522,0.92341
218R_223F,0.12883,0.88932
259R_258F,1.48805,0.91504
254R_265F,0.60003,0.88289
256R_262F,1.38221,0.90665
71R_76F,0.18175,0.90932
257R_262F,0.37821,0.9029
42R_43F,0.1442,0.89924
175R_179F,0.06131,0.90992
203R_200F,0.157,0.90643
218R_222F,0.52872,0.87372
202R_198F,0.06871,0.91398
227R_220F,-0.27445,0.87685
257R_254F,0.10545,0.9427
278R_283F,0.233,0.89211
176R_172F,0.24333,0.92038
204R_197F,0.3489,0.86957
223R_219F,0.43355,0.87394
134R_133F,-0.14458,0.89983
144R_143F,-0.01533,0.88867
295R_294F,0.18803,0.90036
173R_178F,0.33285,0.86324
169R_168F,0.29875,0.91163
206R_199F,0.14358,0.91441
205R_198F,-0.18892,0.88287
224R_220F,-0.09041,0.87833
282R_281F,0.24605,0.91707
304R_299F,0.34592,0.88933
171R_180F,0.06321,0.89412
196R_201F,0.21315,0.90827
217R_225F,0.33462,0.8632
259R_263F,1.20031,0.8844
73R_79F,0.36672,0.89491
265R_254F,-0.24978,0.83107
302R_300F,0.37453,0.87692
55R_56F,0.65203,0.92647
175R_174F,0.13363,0.90439
203R_202F,0.11916,0.91505
218R_227F,0.71463,0.88054
60R_59F,0.9515,0.90017
167R_170F,1.41616,0.90081
259R_260F,0.80288,0.86053
91R_93F,1.45037,0.87379
302R_305F,0.31194,0.8666
73R_70F,0.24188,0.89126
201R_198F,0.03117,0.91108
225R_220F,-0.23345,0.87802
179R_171F,0.14415,0.90949
200R_196F,0.60785,0.8533
193R_192F,1.9579,0.81791
222R_217F,0.07456,0.91087
300R_303F,0.1822,0.87394
321R_322F,1.2729,0.86459
74R_72F,0.15637,0.89178
4R_2F,1.19982,0.8073
70R_72F,-0.00565,0.87537
258R_261F,1.15459,0.89251
179R_176F,0.13292,0.88207
200R_204F,0.18229,0.85496
222R_223F,-0.17619,0.86316
319R_318F,0.69986,0.91164
171R_177F,0.12421,0.90123
196R_205F,0.42607,0.87458
217R_224F,0.19628,0.89027
76R_78F,0.78135,0.86722
235R_236F,2.41781,0.86701
261R_263F,1.06425,0.91298
255R_266F,-0.59445,0.94058
114R_113F,2.02575,0.88085
266R_254F,0.86359,0.76631
3R_1F,2.40487,0.79624
171R_172F,0.15803,0.88325
196R_197F,0.28055,0.84881
217R_219F,0.16981,0.88904
262R_257F,0.51644,0.92805
256R_257F,1.28047,0.92826
155R_160F,2.06955,0.87928
161R_162F,0.73988,0.91633
284R_282F,0.47836,0.84527
155R_157F,-0.21842,0.97278
263R_265F,-0.59081,0.90817
265R_264F,-0.60567,0.80832
118R_119F,0.54708,0.914
284R_280F,0.32835,0.91708
178R_171F,0.30774,0.87648
120R_117F,2.85212,0.89646
142R_141F,1.76278,0.89442
176R_171F,0.42792,0.86358
199R_196F,0.29913,0.86724
204R_196F,0.39931,0.86618
221R_217F,0.09404,0.90655
223R_217F,0.38425,0.90895
309R_310F,0.49852,0.87713
303R_301F,0.15906,0.88928
257R_256F,-0.33643,0.94889
90R_92F,0.48668,0.91458
58R_60F,0.36722,0.86136
298R_304F,0.41264,0.89719
27R_28F,2.70895,0.84233
74R_80F,0.15417,0.87312
163R_164F,2.79674,0.90021
70R_80F,0.24871,0.90421
2R_1F,2.12383,0.78993
263R_262F,0.05415,0.9282
294R_295F,0.37617,0.84297
179R_174F,-0.11134,0.88898
200R_202F,0.11337,0.91196
222R_227F,-0.08091,0.89991
322R_321F,0.46222,0.89482
261R_258F,0.97167,0.9333
264R_266F,0.19633,0.89888
303R_293F,0.26973,0.92343
266R_256F,-0.37545,0.84779
254R_257F,1.31707,0.91865
72R_76F,0.09826,0.89557
147R_148F,0.56124,0.85312
75R_77F,-0.02817,0.89771
22R_21F,0.71827,0.93791
29R_26F,1.3913,0.89706
47R_45F,0.58662,0.90753
79R_77F,-0.02313,0.86981
80R_77F,0.01618,0.86727
165R_162F,0.96786,0.9258
254R_255F,1.38694,0.84154
255R_254F,-0.2118,0.88876
269R_270F,1.05871,0.89861
297R_298F,0.43395,0.87903
299R_298F,0.3292,0.91765
178R_179F,0.0798,0.8703
199R_200F,0.11862,0.9171
221R_222F,-0.05841,0.88615
281R_283F,0.0149,0.87692
88R_91F,0.69766,0.91619
293R_302F,0.47503,0.8429
308R_310F,0.22579,0.95343
299R_297F,0.06684,0.89255
173R_177F,0.22675,0.8808
206R_205F,0.45075,0.89371
297R_304F,0.16627,0.91065
77R_80F,-0.15698,0.77776
299R_304F,0.22335,0.90886
178R_174F,0.13381,0.88531
199R_202F,0.14294,0.91971
221R_227F,0.00141,0.89568
117R_118F,-0.43597,0.96788
100R_99F,2.14002,0.88684
298R_297F,0.28712,0.89678
264R_254F,0.92337,0.92469
298R_295F,0.40068,0.82183
261R_260F,0.76167,0.88817
259R_261F,1.26101,0.8854
93R_91F,0.1291,0.91366
305R_302F,0.24628,0.89392
75R_74F,0.25746,0.92025
90R_88F,0.905,0.86706
79R_74F,0.26399,0.89735
93R_89F,0.23199,0.91457
80R_74F,0.33333,0.91584
91R_89F,1.00905,0.88867
136R_135F,0.06261,0.9107
264R_256F,0.04456,0.94898
77R_72F,0.24619,0.87124
237R_236F,1.59982,0.9071
262R_259F,0.22882,0.93617
178R_176F,0.36577,0.89158
199R_204F,0.17472,0.92323
221R_223F,-0.40319,0.80508
256R_259F,1.0029,0.93635
173R_180F,0.12059,0.92805
206R_201F,0.18157,0.90432
176R_179F,0.15098,0.91497
204R_200F,0.07807,0.91661
223R_222F,0.42227,0.87868
243R_244F,0.72407,0.91496
301R_300F,0.16484,0.87751
310R_309F,0.82222,0.87014
312R_313F,0.56274,0.87498
294R_297F,0.24696,0.90521
92R_91F,0.79635,0.91912
265R_260F,0.03996,0.86152
172R_178F,0.23886,0.92955
197R_199F,0.6224,0.8665
203R_198F,0.18194,0.9
218R_220F,0.52411,0.88156
219R_221F,0.29185,0.91018
254R_259F,1.05993,0.89231
266R_264F,-0.16343,0.89272
278R_280F,0.27372,0.91337
259R_264F,0.3582,0.90003
279R_281F,0.19387,0.90367
79R_75F,-0.02996,0.87661
10R_9F,2.44291,0.78496
13R_12F,2.99005,0.93476
17R_16F,2.63742,0.95292
80R_75F,-0.01401,0.8719
73R_78F,0.94016,0.88314
99R_100F,0.70326,0.88947
74R_73F,0.09864,0.8914
174R_175F,-0.007,0.88589
183R_182F,1.10171,0.88765
190R_188F,1.85521,0.88512
202R_203F,0.36308,0.85361
227R_218F,-0.34475,0.85092
257R_263F,0.89992,0.89945
302R_296F,0.30942,0.91101
176R_174F,0.20404,0.92836
204R_202F,0.15828,0.91703
223R_227F,0.39898,0.87997
163R_161F,1.9126,0.89571
160R_156F,0.66193,0.91844
173R_172F,0.2133,0.9014
206R_197F,0.23906,0.9265
282R_279F,0.51925,0.87822
300R_293F,0.39673,0.88601
320R_318F,0.38566,0.86985
90R_91F,0.48007,0.89198
28R_26F,-0.36505,0.94187
34R_36F,3.36326,0.79133
46R_45F,0.37004,0.89387
164R_162F,-0.19811,0.91094
241R_243F,0.76349,0.89943
304R_294F,0.36502,0.90425
265R_263F,0.52307,0.79131
177R_180F,-0.16592,0.88958
205R_201F,-0.23425,0.87722
224R_225F,-0.05308,0.86586
311R_309F,0.32716,0.86107
71R_79F,0.28334,0.86739
77R_73F,-0.16402,0.82032
257R_258F,1.09607,0.93191
180R_175F,0.26332,0.88356
201R_203F,0.30028,0.85775
225R_218F,-0.39039,0.85161
119R_121F,1.79123,0.88829
4R_1F,1.30593,0.82214
263R_257F,0.1377,0.94262
298R_294F,0.30898,0.89791
27R_26F,1.2175,0.91891
74R_77F,0.10037,0.86851
163R_162F,1.36207,0.89404
70R_77F,0.03695,0.87411
71R_70F,0.15425,0.89148
244R_243F,1.48721,0.88593
200R_198F,0.04756,0.91301
222R_220F,-0.12037,0.88443
283R_280F,0.00667,0.89156
113R_116F,0.13386,0.88826
171R_179F,-0.0742,0.89943
196R_200F,0.3029,0.90268
217R_222F,0.28092,0.91599
76R_72F,-0.04451,0.8787
70R_73F,0.01104,0.87722
119R_117F,3.63735,0.84961
78R_72F,-0.18561,0.88938
89R_93F,1.12703,0.89013
301R_305F,0.30449,0.88491
263R_259F,-0.1913,0.94144
269R_268F,0.2314,0.91538
166R_168F,-0.71135,0.90966
261R_255F,1.124,0.88399
34R_35F,0.68704,0.93467
74R_75F,0.20429,0.88398
92R_89F,1.08832,0.89242
171R_178F,-0.00179,0.89005
70R_75F,-0.07766,0.88476
196R_199F,0.25237,0.91172
198R_199F,0.21446,0.92664
217R_221F,0.2124,0.90865
220R_221F,-0.01851,0.8932
280R_281F,-0.13806,0.87718
324R_325F,0.13069,0.92569
170R_169F,0.92921,0.94665
266R_263F,1.79877,0.79906
264R_263F,1.90137,0.88779
171R_174F,0.04913,0.89428
196R_202F,0.17093,0.91323
217R_227F,0.36107,0.86136
72R_79F,0.20209,0.89246
262R_266F,0.12905,0.90144
256R_266F,1.17122,0.86149
29R_27F,1.05745,0.92262
165R_163F,0.38403,0.93074
255R_258F,0.60558,0.91715
284R_278F,0.33409,0.85099
305R_300F,0.30224,0.9038
257R_260F,1.15131,0.87152
270R_268F,0.23175,0.90923
120R_119F,0.42439,0.90768
58R_59F,0.59188,0.85893
321R_323F,0.94904,0.92742
300R_302F,0.25864,0.89128
117R_120F,-0.59241,0.94285
141R_142F,0.20072,0.92409
76R_80F,0.18434,0.89519
78R_80F,-0.04563,0.87944
76R_71F,-0.12089,0.87511
169R_167F,0.50197,0.90401
78R_71F,-0.28573,0.87172
254R_266F,1.1608,0.86951
170R_166F,2.07805,0.87654
334R_333F,0.23409,0.75497
166R_169F,-0.19364,0.94092
266R_258F,2.69928,0.69886
255R_263F,0.4943,0.92803
258R_265F,-0.1832,0.89291
75R_76F,-0.00722,0.90572
114R_116F,1.71076,0.88808
310R_311F,0.7448,0.83695
161R_163F,0.32109,0.91485
262R_254F,0.35913,0.93299
167R_166F,2.6439,0.89131
256R_254F,1.1156,0.92967
293R_300F,0.28757,0.89866
255R_260F,0.3046,0.9425
173R_179F,0.20092,0.93056
206R_200F,0.21335,0.90606
282R_283F,0.33216,0.9072
121R_120F,0.59319,0.93374
160R_155F,-0.29543,0.86029
77R_74F,0.75421,0.87517
148R_147F,0.77267,0.88597
191R_192F,1.30724,0.79989
260R_255F,0.98833,0.91396
172R_180F,0.17346,0.90986
197R_201F,0.44993,0.85217
219R_225F,0.39922,0.85965
198R_201F,0.20945,0.92326
220R_225F,0.15889,0.90925
254R_262F,1.57296,0.87856
189R_188F,1.11061,0.87327
266R_260F,1.21078,0.79897
297R_294F,0.08235,0.89451
264R_260F,1.60135,0.89876
299R_294F,0.08698,0.8974
265R_261F,0.15984,0.83443
72R_70F,0.11879,0.88479
35R_34F,1.51481,0.88396
167R_168F,0.36198,0.9203
199R_198F,0.05919,0.91707
204R_198F,0.08314,0.91459
221R_220F,0.01669,0.8865
223R_220F,0.40825,0.87943
281R_280F,0.13823,0.87663
315R_316F,1.10472,0.9184
268R_269F,0.76033,0.88666
262R_264F,0.23297,0.91715
298R_299F,0.37557,0.89287
256R_264F,1.07426,0.88557
79R_76F,0.12362,0.86648
173R_176F,0.12614,0.90045
206R_204F,0.17717,0.92037
80R_76F,0.09134,0.89031
77R_75F,-0.06511,0.83805
296R_301F,-0.02722,0.88523
258R_255F,1.1845,0.85555
172R_177F,0.28267,0.88211
197R_205F,0.36976,0.89026
219R_224F,0.09878,0.91
198R_205F,0.33757,0.88249
220R_224F,-0.09827,0.88553
320R_319F,0.93727,0.92471
260R_257F,-0.0856,0.95559
162R_161F,1.06322,0.93397
319R_320F,0.68557,0.88841
28R_27F,-0.17786,0.92644
164R_163F,-0.5813,0.89788
296R_293F,0.20037,0.88654
116R_113F,1.00903,0.89706
157R_156F,2.93911,0.83897
198R_197F,0.65481,0.87778
220R_219F,0.20615,0.91236
280R_279F,0.28775,0.90584
36R_34F,-0.3339,0.83258
73R_72F,0.17437,0.8676
257R_261F,0.8894,0.89082
260R_259F,-0.30267,0.94422
262R_256F,-0.46195,0.91621
167R_169F,1.13971,0.93147
76R_73F,-0.03355,0.87995
78R_73F,0.01996,0.90193
173R_174F,0.22887,0.85897
206R_202F,0.11768,0.90987
188R_189F,0.45379,0.8466
74R_71F,-0.0317,0.86244
263R_254F,-0.50258,0.93414
76R_75F,0.01229,0.8724
70R_71F,-0.09035,0.87515
258R_257F,0.30962,0.91371
156R_160F,0.83096,0.84674
172R_173F,0.20202,0.89445
197R_206F,0.27752,0.90565
157R_160F,3.43353,0.87207
198R_206F,0.57597,0.86955
279R_282F,0.21782,0.87687
171R_173F,0.01779,0.86992
196R_206F,0.34177,0.84792
280R_282F,-0.02373,0.83498
301R_296F,0.34208,0.88625
301R_303F,0.13571,0.88412
177R_171F,0.03095,0.91078
205R_196F,0.04579,0.89688
224R_217F,-0.00111,0.89672
265R_255F,0.63465,0.80289
278R_284F,-0.0161,0.87649
302R_301F,0.25917,0.87643
56R_55F,-0.02674,0.92008
73R_80F,0.37749,0.89052
257R_264F,0.02678,0.91853
