id,ddG_PremPS,url
158R,-0.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209384031004848049
159R,-1.65,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209424414021289197
160F,2.71,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209471923249696595
160R,-2.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209515766231760529
161F,1.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071209570593080200133
161R,-0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210013383118393220
162F,1.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210055888615904662
163F,-1.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210103855487321763
163R,1.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210144058967295443
164F,1.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210184796651691007
164R,-0.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210235619114727670
165F,-0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210291690818911253
165R,1.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210335134877067862
166F,2.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210390425241521616
167F,-0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210434787334697472
168F,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210492754614443586
168R,-0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210544185174644316
169F,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071210591056700917673
170F,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211050458553144628
171R,-1.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211095519068491298
172F,1.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211143432428693707
172R,-1.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211183488223733759
173F,1.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211224041180165295
173R,-1.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211263998049377738
174F,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211304357629384156
175F,1.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211350049392171640
175R,-1.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211395314561088605
176F,1.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211443914322998525
176R,-1.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211484471285533390
177R,-0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211525693100215833
178F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071211574355084875451
178R,-0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212014227615228123
179F,0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212054622095147748
180F,0.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212103588777546096
180R,-0.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212144201978742130
181F,0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212184322785439006
181R,-0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212232876223486932
182F,2.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212273938485267997
182R,-2.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212315093034708514
183F,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212363114808133996
183R,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212404419167392015
184F,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212452478804480621
184R,-0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212492952450428586
185F,0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212532994965490979
186F,-0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071212573819454278631
186R,0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071213014730057230944
187R,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071213064434750987222
188F,3.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071213105142607543629
190R,-1.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216010393740771983
191F,2.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216054080096553205
191R,-2.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216093612029634552
192F,3.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216133949841809678
192R,-3.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216174210161176139
193F,0.97,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216215201052147407
193R,-0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216263904782474792
194F,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216304626605093039
194R,-0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216353844306844169
195F,0.67,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216394280891545847
195R,-0.92,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216435330040615562
196F,0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216485420146546038
196R,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216533823722128553
197F,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071216572307260951458
198F,-0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071217014067818704875
198R,0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071217053177062012443
199F,-0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305122109180055280
199R,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305163891650295432
200F,-0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305202952999958335
200R,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305241664452160933
201F,0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305284065367421187
201R,-0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305323043394001341
202F,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305361860819627018
202R,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305404181855135009
203F,0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305443176511482989
203R,-0.46,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305481601087583159
204F,0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071305523678363770722
220F,-0.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407215357229531993
220R,0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407265731295920302
221F,0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407312439156516762
223R,-0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407362265675469356
224F,-0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407405057283797604
224R,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407455648014358459
225F,0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407502864388405446
225R,-0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407541881755119157
226F,0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071407582886298051163
226R,-0.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408022693471468078
227F,0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408065616563358269
227R,-0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408112160672670785
228F,1.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408155543741833079
228R,-1.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408205345313984079
229F,0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408251851521922580
229R,-0.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408294995753304742
230F,1.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408344818847354019
230R,-1.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408394698981679310
231F,0.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408434130534617665
150R,-0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408512989107261630
155R,-1.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071408555300713987784
156R,-2.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409012390110025945
159F,1.88,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409061892925593867
162R,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409103850467541329
166R,-2.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409150008871488382
167R,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409195279684942123
169R,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409244812154346380
170R,-0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409290666217102023
171F,1.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409340069361386614
174R,-0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409385551379466694
177F,0.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409434759761469250
179R,-0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409480458909681729
185R,-0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409525816612617838
187F,0.86,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071409574985008071468
188R,-3.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410024550081194666
189F,3.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410070361354059915
189R,-3.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410115715486815993
190F,1.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410164979638229779
197R,-1.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410214295810999602
204R,-0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410260528607458478
205F,0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410303311465120422
205R,-0.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410345473586662800
206F,0.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410394923784245553
206R,-0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410444409110806172
207F,3.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410483171888257581
207R,-2.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410525197051109977
208F,2.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071410574621690973719
209F,0.52,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411013763552246355
209R,-0.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411052826262986147
210F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411094721585412760
210R,-0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411133086322093104
211F,0.86,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411175107068050131
211R,-1.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411224800465033806
212F,0.97,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411274749313145696
212R,-1.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411313463400665730
213F,0.94,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411360015239991714
213R,-1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411410015318594444
214F,0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411460741956499922
214R,-0.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411504127796699450
215F,1.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071411550466742219068
215R,-1.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412000095406661859
216F,0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412050757907094588
216R,-0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412093622049685249
217F,-0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412132884917645964
217R,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412175398987810974
218F,-0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412230239377495717
218R,-0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412274769711739284
219F,0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412330021057071111
219R,-0.77,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412381052392528799
221R,-0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412425723361206586
222F,-0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412473918321664674
222R,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412514394209193354
223F,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412554653366875200
231R,-0.87,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071412594428914431694
233F,0.9,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413035811368469680
233R,-1.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413090982713662719
234F,-0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413135087444769941
235F,0.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413184394304900719
235R,-0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413213469798421411
237F,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413251768868418551
237R,-0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413283693880539772
238F,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413312064080737132
239F,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413345039961923069
239R,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413385082964531442
240R,-0.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413425423612185397
241F,0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413480063544554516
241R,-0.86,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413530277785952552
242F,1.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071413581204113681603
242R,-1.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414032230948003676
243F,2.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414080228391774095
243R,-1.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414133021087991671
244F,0.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414180701147004962
244R,-0.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414232008015085048
245F,2.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414280285351650071
246F,0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414332835772560034
246R,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414380207928477070
247F,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414430515064990327
247R,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414481316316747774
248F,0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414531481557452206
248R,-0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071414581567188460507
249F,0.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071415031945525243759
249R,-0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071415074808692569879
250F,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071415132315203827474
250R,-0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071415182255462612820
251F,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071415231869031129418
251R,-0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071415282141787587306
208R,-2.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071505470428313055217
232F,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071505520348909873114
232R,-1.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071505570994664257403
234R,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506013585111962129
236F,0.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506053158570314332
236R,-0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506084696625076060
238R,-0.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506115773831883709
240F,-0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506154456222284838
245R,-1.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506204223206685509
252F,0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506251363211388619
252R,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506301871212464461
253F,0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506345436875333720
253R,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506401180095480100
254F,1.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506450811433637493
254R,-1.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506503548660444491
255F,1.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071506545875096083827
255R,-1.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507000903655171807
256F,0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507051341872679498
256R,-0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507100759874739215
257F,1.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507152926375200978
257R,-0.65,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507200382927082097
258F,2.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507253968432623688
258R,-1.71,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507312133873334975
259F,0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507364000914623686
259R,-0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507410975426616195
260F,2.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507465606524962148
260R,-0.83,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507525508125602296
261F,1.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071507584613163147311
262F,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508033979652314915
263F,1.94,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508085692304792774
263R,-1.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508150462279242489
264F,0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508204616700152522
264R,-0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508255369604825387
265F,0.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508314061568885398
266F,1.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508365374994532444
267F,2.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508424383845522330
267R,-1.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508475610191241963
268F,0.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508535205256130757
268R,-0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071508594334689641852
269F,1.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509053188000645964
269R,-0.72,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509103558232762991
270F,1.59,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509154993855236006
270R,-1.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509213697719919564
271F,0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509262551165235236
271R,-0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509313082872975319
272F,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509362906329911163
272R,-0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509413573930178875
273F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509464018202042540
274F,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509514782915419875
274R,-0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071509562024347388857
275F,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510013520446586629
275R,-0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510064209504627230
276F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510124075226516796
276R,-0.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510174917012356188
277F,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510234080830720504
277R,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510283999391698823
278F,0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510335376310865431
278R,-0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510394175717113183
279F,0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510443113106604259
279R,-0.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510491679686102799
280F,-0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071510544016966424477
280R,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511010146590530078
281F,0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511063517282127682
282F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511114124255754101
282R,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511164250177651862
283F,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511214919183253910
284F,-0.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511273798192861461
284R,-0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511330827991842573
285F,2.96,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511383755639616342
285R,-2.48,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511433365828429107
286F,0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511482697678703099
286R,-0.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511532649683961060
287F,-0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071511582595836101966
288F,0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512032979503935883
288R,-0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512083435914367201
289F,2.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512133807265086429
290F,2.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512183001814615594
290R,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512233571231002943
291F,0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512283780311584411
292F,2.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512334067634231626
293F,1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512384799875140203
293R,-1.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512442091342914049
294F,1.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512492165287286567
294R,-0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512541893389528872
295F,1.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071512593075123183482
295R,-1.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513052302553037473
296F,1.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513103083803160202
296R,-1.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513150242041549829
297F,2.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513201062122614159
297R,-2.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513251425973685844
298F,1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513301264026959579
299F,1.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513352000975224682
299R,-1.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513401756023512357
300F,1.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513445897994279446
301F,1.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513500752520630963
302F,0.52,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071513552127862745049
303F,0.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514002626771630421
303R,-0.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514044934708327925
304F,0.83,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514095757420475503
304R,-0.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514145925738577608
305F,1.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514200010688082742
305R,-0.94,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514245765633327161
306F,-0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514295523071660800
306R,0.61,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514371004213104695
307F,0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514435274018013865
307R,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514510890485650905
308F,0.9,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071514583108162095391
308R,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515054974425672932
309F,-0.99,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515134817309509691
310F,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515214686170925182
310R,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515294479413222516
311F,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515363541580810036
311R,-0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515434243335602599
312F,-0.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515502689005711255
312R,0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071515573484351007382
313F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516045312601858125
313R,0.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516124161253760754
314F,-0.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516194425111531466
314R,0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516265850536315031
315F,-0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516362960128058413
315R,0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516465331249792774
316F,-0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071516551504483777096
316R,0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517023747018655633
317F,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517091558902976752
317R,-0.75,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517162913661607410
318F,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517232471528464129
