id,ddG_DynaMut2,url
173F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567808384
173R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567811263
174F,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567813892
174R,0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567817179
175F,0.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256782025
175R,-0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567823132
176F,-0.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567825711
176R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567828748
177F,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567831974
177R,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567835141
178F,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567838324
178R,0.77,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567841399
179F,-0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256784419
179R,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567847161
180F,-0.83,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16256785027
180R,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162567852835
181F,-0.9,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571338484
181R,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571343733
182F,-2.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571346503
182R,-0.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571349232
183F,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571351781
183R,-0.95,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571354572
184F,-0.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571357426
184R,-0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571360232
185F,-0.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571363173
185R,-0.52,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571365764
186F,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571368547
186R,-0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571371355
187F,-0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571374827
187R,0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571377863
188F,-3.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571380903
188R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571384009
189F,-3.39,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571386967
189R,-0.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571389733
190F,-1.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571392265
190R,-0.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571395082
191F,-2.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571398227
191R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571400789
192F,-3.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257140358
192R,-0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571406411
193F,-2.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571409053
193R,-0.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571412121
194F,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571415184
194R,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571418057
195F,-0.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571420714
195R,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571423536
196F,-1.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571426412
196R,-1.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571429092
197F,-1.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571432139
197R,-1.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571435183
198F,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571438301
198R,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257144136
199F,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571444293
199R,0.07,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571447118
200F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571450088
200R,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571452858
201F,-1.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571455501
201R,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571458354
202F,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571461155
202R,1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571463994
203F,-0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571466969
203R,-0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571469804
204F,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571472799
204R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571475696
205F,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571479056
205R,0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571482225
206F,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571485189
206R,-0.75,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571488192
207F,-2.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571491075
207R,-0.0,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571494139
208F,-2.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571496999
208R,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571500451
209F,-1.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571503502
209R,-0.87,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571506545
210F,0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571509527
210R,-1.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571512157
211F,-2.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571684508
211R,-0.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571687377
212F,-2.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571690592
212R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571693414
213F,-2.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571696562
213R,0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571699253
214F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571702025
214R,-0.32,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257170489
215F,-2.46,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571707688
215R,1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571710909
216F,-1.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257171392
216R,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571716818
217F,-0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571719614
217R,-1.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571722455
218F,-0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257172519
218R,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571728563
219F,-0.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571731417
219R,-1.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571734251
220F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571737045
220R,0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571740143
221F,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571743565
221R,0.85,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571746599
222F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571749837
222R,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571753137
223F,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571756153
223R,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571759163
224F,-0.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571761835
224R,0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571764781
225F,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571767628
225R,0.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571770645
226F,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571773512
226R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257177638
227F,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257177961
227R,0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571782475
228F,-1.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571785137
228R,-0.77,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571787989
229F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571790837
229R,-0.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571793687
230F,-1.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571796542
230R,-0.69,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571799673
231F,0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571802679
231R,-0.68,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571805939
232F,-1.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571808609
232R,-2.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571811496
233F,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571814336
233R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571817406
234F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571820343
234R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571823148
235F,-0.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571825827
235R,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571828871
236F,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571831769
236R,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571835101
237F,-0.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571837843
237R,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571840793
238F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257184347
238R,-1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571846208
239F,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571849194
239R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571852029
240F,-1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571855038
240R,-0.64,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571857961
241F,-1.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571860722
241R,-1.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257186340
242F,-1.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571866308
242R,-0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571869217
243F,-2.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571872094
243R,-2.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571875118
244F,-1.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257187935
244R,-0.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571882201
245F,-1.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571885464
245R,-1.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571888111
246F,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571890795
246R,-0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571893865
247F,0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571896426
247R,-0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571898983
248F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571901789
248R,-0.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571904503
249F,0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571907173
249R,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571910056
250F,-0.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571912884
250R,-1.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571915549
251F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571918445
251R,-0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571921012
252F,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257192379
252R,-0.93,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571926457
253F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571929131
253R,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571931804
254F,-1.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571934422
254R,-0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257193711
255F,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571939913
255R,0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571942809
256F,-0.95,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571945586
256R,-1.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571948236
257F,-0.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571952209
257R,-1.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257195591
258F,-1.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257195885
258R,-0.99,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571961861
259F,-0.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571964908
259R,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571967573
260F,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571970366
260R,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257197305
261F,-0.68,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571975705
261R,-0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571978662
262F,-1.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571981289
262R,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571984155
263F,-1.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571987822
263R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571990809
264F,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571993828
264R,-1.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162571997514
265F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572001427
265R,-1.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572004314
266F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257200697
266R,-2.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572009631
267F,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572012428
267R,-2.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572015084
268F,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572019147
268R,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572021954
269F,-0.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572024588
269R,-1.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572027241
270F,-1.54,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
270R,0.03,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
271F,-0.12,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
271R,-0.34,http://biosig.unimelb.edu.au/dynamut2/submit_prediction
272F,0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572044436
272R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572047109
273F,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572050202
273R,0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572052938
274F,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572055903
274R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572058558
275F,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572061367
275R,-0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572063922
276F,-1.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572066809
276R,-1.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572069565
277F,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572072526
277R,-0.93,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572075201
278F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572078032
278R,0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572080921
279F,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572083741
279R,-1.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572086414
280F,-0.61,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257208926
280R,0.07,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572092082
281F,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572094684
281R,0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572097421
282F,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572100452
282R,-0.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257210300
283F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572105895
283R,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572109007
284F,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257211199
284R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572114667
285F,-2.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257211735
285R,0.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572120452
286F,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572123554
286R,1.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572126209
287F,0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572129088
287R,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572132352
288F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572135217
288R,-0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572138086
289F,-2.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572140844
289R,-1.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572144149
290F,-2.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257214723
290R,-1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572150159
291F,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572154889
291R,-0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572157724
292F,-1.92,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572160697
292R,0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572163529
293F,-1.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572166215
293R,-1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572169031
294F,-0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572171908
294R,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572174939
295F,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572177828
295R,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572180707
296F,-0.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572183596
296R,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572186459
297F,-2.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572189327
297R,1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572192078
298F,-1.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572194885
298R,-1.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572197633
299F,-1.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572200476
299R,0.85,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572203149
300F,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572205812
300R,0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572208502
301F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572211422
301R,0.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572214107
302F,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572217144
302R,0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572219812
303F,-0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572222489
303R,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572225381
304F,-0.73,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257222825
304R,-1.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572231994
305F,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572234853
305R,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572237545
306F,1.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572240422
306R,-1.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572243268
307F,0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572246078
307R,-0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572248896
308F,-0.54,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572252253
308R,-1.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572255305
309F,1.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572258312
309R,-2.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572261334
310F,0.95,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572264008
310R,-2.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572266805
311F,0.68,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572270708
311R,-2.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257227376
312F,1.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572277542
312R,-0.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572280189
313F,1.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572283044
313R,-0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572285655
314F,0.73,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572288736
314R,-0.77,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572291382
315F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572295157
315R,0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572298818
316F,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572301674
316R,-0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572304486
317F,0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572308606
317R,-1.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572311443
318F,-0.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572314379
318R,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572317208
319F,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257232021
319R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572323093
320F,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572325932
320R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257232878
321F,1.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572331309
321R,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572335067
322F,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572337944
322R,-0.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572341616
323F,0.52,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572344496
323R,-0.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572347287
324F,-1.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572350277
324R,-1.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572352936
325F,-1.85,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572355781
325R,-1.46,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572358444
326F,-1.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572361094
326R,-0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572363743
327F,-0.62,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572366396
327R,-0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572369235
328F,-1.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572371867
328R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572374732
329F,-1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572377519
329R,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572380418
330F,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257238328
330R,-0.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572385924
331F,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257238855
331R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572391101
332F,-0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572393789
332R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572396455
333F,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572399314
333R,-1.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572402103
334F,-0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572404675
334R,-1.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572407398
335F,-0.19,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572410602
335R,-1.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572413266
336F,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572416055
336R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572418817
337F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572421623
337R,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572424195
338F,-3.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572427013
338R,-0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572429835
339F,-3.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572432463
339R,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572435555
340F,-3.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257243840
340R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572441507
341F,-3.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572444384
341R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572447223
342F,-3.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572450001
342R,-0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572452741
263R_266F,-0.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16257245547
190R_189F,-3.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162572458445
