id,ddG_DynaMut2,url
172R,-1.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659625802
173F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659629005
173R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659631877
174F,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659635079
174R,0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659638286
175F,0.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659641555
175R,-0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659644327
176F,-0.24,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659647664
176R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659650589
177F,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659653325
177R,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659656387
178F,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659659114
178R,0.77,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659662024
179F,-0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659665108
179R,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659667687
180F,-0.83,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659671041
180R,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659674184
181F,-0.9,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659677484
181R,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659680339
182F,-2.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659683593
182R,-0.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659686756
183F,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265969005
183R,-0.95,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659692944
184F,-0.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659695745
184R,-0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659699041
185F,-0.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659702158
185R,-0.52,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265970530
186F,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659708629
186R,-0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659711665
187F,-0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659714903
187R,0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659718006
188F,-3.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265972113
188R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659724026
189F,-3.39,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659726779
189R,-0.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659730219
190F,-1.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659733087
190R,-0.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659735842
191F,-2.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265973879
191R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265974220
192F,-3.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659745309
192R,-0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659748344
193F,-2.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659751424
193R,-0.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659754456
194F,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659757532
194R,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265976074
195F,-0.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659763583
195R,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659766879
196F,-1.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659769771
196R,-1.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659773057
197F,-1.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659776247
197R,-1.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265977938
198F,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659782481
198R,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659785427
199F,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659788723
199R,0.07,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659791739
200F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659794983
200R,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659798102
201F,-1.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659801013
201R,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659803876
202F,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659807126
202R,1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659810621
203F,-0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659813555
203R,-0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265981690
204F,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659820677
204R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265982392
205F,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659826457
205R,0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659829595
206F,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265983290
206R,-0.75,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659836018
207F,-2.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659839127
207R,-0.0,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659842278
208F,-2.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659845388
208R,-0.65,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659848476
209F,-1.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265985155
209R,-0.87,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659854787
210F,0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659857883
210R,-1.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659860877
211F,-2.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659863816
211R,-0.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659867122
212F,-2.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659870072
212R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659873553
213F,-2.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659876771
213R,0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659880077
214F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265988313
214R,-0.32,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659886485
215F,-2.46,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659889724
215R,1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659892904
216F,-1.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659896073
216R,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659899193
217F,-0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659902208
217R,-1.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659905465
218F,-0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659908336
218R,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659911296
219F,-0.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659914458
219R,-1.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659917229
220F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659920159
220R,0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265992330
221F,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265992660
221R,0.85,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265993006
222F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659933476
222R,0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659936455
223F,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659939362
223R,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659942457
224F,-0.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659945343
224R,0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659948584
225F,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659951765
225R,0.89,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659954882
226F,-0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659958128
226R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659961052
227F,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659963731
227R,0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16265996682
228F,-1.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659969894
228R,-0.77,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659972658
229F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659975548
229R,-0.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659978672
230F,-1.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659981863
230R,-0.69,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659984959
231F,0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659987827
231R,-0.68,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659990748
232F,-1.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659994006
232R,-2.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162659997346
233F,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660000066
233R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660004443
234F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660007455
234R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660010375
235F,-0.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660013168
235R,-0.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660016082
236F,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660019232
236R,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660022697
237F,-0.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266002590
237R,-0.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660029482
238F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660032637
238R,-1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660035574
239F,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266003893
239R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660041792
240F,-1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660044663
240R,-0.64,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660047436
241F,-1.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660050533
241R,-1.51,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660053551
242F,-1.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660056797
242R,-0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660059925
243F,-2.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660063039
243R,-2.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660066211
244F,-1.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660069591
244R,-0.8,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660072945
245F,-1.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660076349
245R,-1.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660080688
246F,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660084071
246R,-0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660088175
247F,0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660090906
247R,-0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660094767
248F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660097721
248R,-0.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660100881
249F,0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660104078
249R,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660107045
250F,-0.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660110207
250R,-1.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660113422
251F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660116182
251R,-0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660119347
252F,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266012229
252R,-0.93,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660125444
253F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660129432
253R,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660132394
254F,-1.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660136691
254R,-0.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660139697
255F,-0.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266014262
255R,0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660145525
256F,-0.95,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660148628
256R,-1.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660152423
257F,-0.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660155323
257R,-1.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660159839
258F,-1.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660162967
258R,-0.99,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660165869
259F,-0.74,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266016900
259R,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660172173
260F,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660175258
260R,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660178196
261F,-0.68,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660181443
261R,-0.11,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660184604
262F,-1.49,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660187778
262R,-0.13,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660190719
263F,-1.66,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660194132
263R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660197366
264F,-0.71,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660200342
264R,-1.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660203504
265F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660206932
265R,-1.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660209847
266F,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660213043
266R,-2.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660216433
267F,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660219339
267R,-2.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266022231
268F,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660225391
268R,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660228567
269F,-0.35,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266023157
269R,-1.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660234575
270F,-1.54,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660237502
270R,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660240953
271F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660243896
271R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660246815
272F,0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660249933
272R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660252839
273F,-0.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660256016
273R,0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660259432
274F,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660262637
274R,-0.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660266715
275F,-0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660270216
275R,-0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660273112
276F,-1.15,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660276479
276R,-1.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266027945
277F,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660282878
277R,-0.93,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660286167
278F,-0.12,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266028942
278R,0.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660292549
279F,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660296138
279R,-1.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660299305
280F,-0.61,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660302529
280R,0.07,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660305469
281F,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660308742
281R,0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660311443
282F,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266031477
282R,-0.02,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660317977
283F,-0.23,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660321244
283R,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660324608
284F,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660327794
284R,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660330924
285F,-2.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660334096
285R,0.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660337269
286F,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660340198
286R,1.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660343391
287F,0.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660346596
287R,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660349984
288F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660353111
288R,-0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660356081
289F,-2.16,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660359021
289R,-1.29,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660363272
290F,-2.17,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660366413
290R,-1.26,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660369576
291F,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660372791
291R,-0.84,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660376003
292F,-1.92,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660379175
292R,0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660382099
293F,-1.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660385033
293R,-1.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660388221
294F,-0.38,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660391151
294R,-0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660394466
295F,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660397927
295R,-0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660401273
296F,-0.43,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660404647
296R,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660407817
297F,-2.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660411038
297R,1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660414218
298F,-1.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660417619
298R,-1.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660421042
299F,-1.63,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660424208
299R,0.85,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660427341
300F,-0.48,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266043049
300R,0.3,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660433927
301F,-0.44,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660436857
301R,0.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660439878
302F,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660443009
302R,0.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660446122
303F,-0.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660449061
303R,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266045246
304F,-0.73,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266045537
304R,-1.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660458497
305F,-0.28,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660461764
305R,-0.2,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660464654
306F,1.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660467572
306R,-1.14,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660470559
307F,0.1,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660473547
307R,-0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660476488
308F,-0.54,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660479462
308R,-1.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660482378
309F,1.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660485542
309R,-2.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660489401
310F,0.95,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660493075
310R,-2.7,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660496015
311F,0.68,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660500115
311R,-2.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660503277
312F,1.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660506675
312R,-0.97,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266050981
313F,1.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660513185
313R,-0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660516303
314F,0.73,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660519504
314R,-0.77,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660522417
315F,0.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660525357
315R,0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266052917
316F,0.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660532087
316R,-0.18,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660535029
317F,0.36,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660539047
317R,-1.5,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660541954
318F,-0.04,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660545047
318R,-0.37,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660548401
319F,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660551308
319R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266055419
320F,0.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660557118
320R,-0.27,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660559999
321F,1.41,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660563156
321R,-1.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660565809
322F,0.03,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660568929
322R,-0.96,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266057207
323F,0.52,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660575195
323R,-0.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660578098
324F,-1.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266058105
324R,-1.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660584202
325F,-1.85,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660587182
325R,-1.46,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266059018
326F,-1.21,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660593357
326R,-0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660596279
327F,-0.62,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660599213
327R,-0.4,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266060217
328F,-1.08,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660605068
328R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660608233
329F,-1.09,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660611648
329R,-0.58,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660614569
330F,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660617727
330R,-0.59,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660620872
331F,-0.45,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660624241
331R,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266062740
332F,-0.06,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660630061
332R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660633177
333F,-0.42,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660636321
333R,-1.33,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660639256
334F,-0.25,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660642392
334R,-1.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/16266064530
335F,-0.19,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660647989
335R,-1.81,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660651625
336F,-0.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660654526
336R,-0.34,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660657424
337F,-0.57,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660660599
337R,-0.31,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660663784
338F,-3.01,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660666935
338R,-0.67,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660669836
339F,-3.86,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660672677
339R,-0.72,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660676085
340F,-3.94,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660679238
340R,-0.55,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660682348
341F,-3.05,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660685519
341R,-0.56,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660688874
342F,-3.22,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660691989
342R,-0.88,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660694868
263R_266F,-0.82,http://biosig.unimelb.edu.au/dynamut2/results_prediction/162660697821
